"state1_name","state2_name","state1_fips","state2_fips","distance_km","state_comb","n","mig_5yago","mig_current"
"Virginia","New York",51,36,663.864013671875,5136,5,"Virginia","New York"
"Virginia","Georgia",51,13,687.224670410156,5113,3,"Virginia","Georgia"
"Virginia","Hawaii",51,15,7583.72314453125,5115,25,"Virginia","Hawaii"
"Virginia","Delaware",51,10,331.621734619141,5110,21,"Virginia","Delaware"
"Virginia","Washington",51,53,3545.01806640625,5153,7,"Virginia","Washington"
"Virginia","Oklahoma",51,40,1680.91662597656,5140,3,"Virginia","Oklahoma"
"Virginia","West Virginia",51,54,202.736221313477,5154,19,"Virginia","West Virginia"
"Virginia","Alaska",51,2,5535.72509765625,5102,10,"Virginia","Alaska"
"Virginia","Pennsylvania",51,42,383.388092041016,5142,10,"Virginia","Pennsylvania"
"Virginia","Colorado",51,8,2333.01611328125,5108,11,"Virginia","Colorado"
"Virginia","North Carolina",51,37,221.259017944336,5137,18,"Virginia","North Carolina"
"Virginia","Indiana",51,18,700.697082519531,5118,10,"Virginia","Indiana"
"Virginia","Kansas",51,20,1715.66918945312,5120,6,"Virginia","Kansas"
"Virginia","District of Columbia",51,11,218.977279663086,5111,42,"Virginia","District of Columbia"
"Virginia","Rhode Island",51,44,774.076354980469,5144,1,"Virginia","Rhode Island"
"Virginia","Mississippi",51,28,1121.2275390625,5128,2,"Virginia","Mississippi"
"Virginia","Massachusetts",51,25,797.289733886719,5125,1,"Virginia","Massachusetts"
"Virginia","Connecticut",51,9,691.46337890625,5109,11,"Virginia","Connecticut"
"Virginia","Maine",51,23,1177.96862792969,5123,7,"Virginia","Maine"
"Virginia","New Hampshire",51,33,916.144653320312,5133,4,"Virginia","New Hampshire"
"Virginia","New Mexico",51,35,2473.75463867188,5135,9,"Virginia","New Mexico"
"Virginia","Ohio",51,39,463.292877197266,5139,2,"Virginia","Ohio"
